node1,node2,label
111,683,1
172,314,1
253,485,1
203,732,1
238,399,1
269,413,1
138,324,1
212,580,1
45,422,1
280,304,1
83,618,1
151,442,1
239,421,1
101,513,1
246,380,1
170,761,1
170,747,1
170,322,1
211,332,1
2,624,1
77,587,1
128,473,1
145,640,1
206,516,1
51,321,1
177,476,1
83,571,1
58,744,1
261,697,1
172,589,1
172,715,1
15,712,1
194,403,1
57,612,1
177,412,1
177,579,1
76,655,1
63,506,1
63,612,1
70,314,1
153,300,1
278,294,1
280,664,1
280,593,1
280,605,1
280,364,1
221,406,1
27,580,1
211,637,1
45,585,1
45,394,1
45,780,1
171,510,1
9,644,1
83,318,1
85,669,1
85,495,1
213,462,1
207,556,1
207,749,1
65,617,1
280,390,1
280,724,1
280,476,1
280,333,1
280,334,1
280,764,1
146,393,1
19,710,1
273,353,1
132,353,1
58,452,1
58,720,1
21,294,1
71,755,1
141,540,1
49,716,1
163,394,1
92,769,1
51,635,1
51,573,1
51,311,1
172,520,1
238,352,1
222,660,1
222,673,1
275,285,1
1,733,1
26,333,1
185,562,1
3,790,1
66,619,1
95,583,1
176,633,1
176,628,1
112,629,1
106,561,1
106,718,1
106,314,1
14,629,1
222,754,1
113,318,1
238,308,1
238,760,1
50,358,1
184,459,1
243,306,1
172,658,1
30,371,1
159,513,1
78,490,1
78,492,1
78,795,1
78,763,1
227,322,1
41,432,1
52,789,1
67,324,1
156,507,1
244,416,1
244,788,1
244,586,1
51,582,1
51,495,1
51,580,1
51,669,1
181,557,1
181,696,1
181,663,1
180,632,1
175,375,1
157,660,1
282,692,1
120,324,1
151,352,1
151,476,1
234,748,1
74,794,1
57,464,1
57,404,1
214,730,1
80,777,1
80,378,1
141,347,1
155,497,1
107,717,1
153,623,1
68,587,1
42,731,1
42,715,1
58,645,1
58,671,1
58,399,1
58,605,1
58,561,1
58,758,1
58,616,1
58,679,1
58,374,1
58,308,1
58,322,1
58,700,1
58,411,1
132,668,1
62,320,1
53,723,1
53,687,1
53,712,1
53,550,1
53,524,1
53,578,1
230,408,1
